From_left	Log2Ratio	p_value	MaxRPKM	ID	Species	GeneName	Symbol
NM_001039481	-0.17	0.632	1121.24	55500	Homo sapiens	ethanolamine kinase 1(ETNK1)	ETNK1
NM_001039487	-6.99	0.12	127.45	260294	Homo sapiens	NOP2/Sun RNA methyltransferase family member 5 pseudogene 2(NSUN5P2)	NSUN5P2
NM_001039490	-0.68	0.491	1475.86	977	Homo sapiens	CD151 molecule (Raph blood group)(CD151)	CD151
NM_001039496	-1.99	0.349	76.03	25858	Homo sapiens	testis expressed 40(TEX40)	TEX40
NM_001039517	-1.23	0.215	575.17	284618	Homo sapiens	RUSC1 antisense RNA 1(RUSC1-AS1)	RUSC1-AS1
NM_001039547	-1.4	0.0813	29278.14	256356	Homo sapiens	glycerol kinase 5 (putative)(GK5)	GK5
NM_001039569	-0.08	0.922	9245.89	130340	Homo sapiens	adaptor related protein complex 1 sigma 3 subunit(AP1S3)	AP1S3
NM_001039574	-0.06	0.956	150.8	3749	Homo sapiens	potassium voltage-gated channel subfamily C member 4(KCNC4)	KCNC4
NM_001039575	-2.15	0.0638	1705.06	155400	Homo sapiens	NOP2/Sun RNA methyltransferase family member 5 pseudogene 1(NSUN5P1)	NSUN5P1
NM_001039577	-0.74	0.226	79443.23	81669	Homo sapiens	cyclin L2(CCNL2)	CCNL2
NM_001039580	-0.61	0.307	19130.02	79884	Homo sapiens	microtubule associated protein 9(MAP9)	MAP9
NM_001039582	-1.83	0.132	89.04	139728	Homo sapiens	pregnancy up-regulated nonubiquitous CaM kinase(PNCK)	PNCK
NM_001039584	-0.25	0.473	308.54	9463	Homo sapiens	protein interacting with PRKCA 1(PICK1)	PICK1
NM_001039590	-0.59	0.148	133883.19	8239	Homo sapiens	ubiquitin specific peptidase 9, X-linked(USP9X)	USP9X
NM_001039591	-0.47	0.186	56854.77	8239	Homo sapiens	ubiquitin specific peptidase 9, X-linked(USP9X)	USP9X
NM_001039613	-0.1	0.777	4644.13	285148	Homo sapiens	isoamyl acetate-hydrolyzing esterase 1 homolog(IAH1)	IAH1
NM_001039614	-4.74	0.181	4843.2	388135	Homo sapiens	chromosome 15 open reading frame 59(C15orf59)	c15orf59
NM_001039615	-0.95	0.37	11.69	728957	Homo sapiens	zinc finger protein 705D(ZNF705D)	ZNF705D
NM_001039616	-0.2	0.606	40.75	399473	Homo sapiens	sprouty related EVH1 domain containing 3(SPRED3)	SPRED3
NM_001039618	-0.22	0.48	74345.16	58487	Homo sapiens	CREB/ATF bZIP transcription factor(CREBZF)	CREBZF
NM_001039654	-0.18	0.681	977.51	162972	Homo sapiens	zinc finger protein 550(ZNF550)	ZNF550
NM_001039661	-0.53	0.566	896.21	114609	Homo sapiens	TIR domain containing adaptor protein(TIRAP)	TIRAP
NM_001039664	-1.44	0.396	297.24	8718	Homo sapiens	TNF receptor superfamily member 25(TNFRSF25)	TNFRSF25
NM_001039672	-2.27	0.169	974.13	90522	Homo sapiens	Yip1 interacting factor homolog B, membrane trafficking protein(YIF1B)	YIF1B
NM_001039673	-0.57	0.497	804.22	90522	Homo sapiens	Yip1 interacting factor homolog B, membrane trafficking protein(YIF1B)	YIF1B
NM_001039693	-0.31	0.544	4024.75	129450	Homo sapiens	tRNA-yW synthesizing protein 5(TYW5)	TYW5
NM_001039697	-0.02	0.981	13977.41	6619	Homo sapiens	small nuclear RNA activating complex polypeptide 3(SNAPC3)	SNAPC3
NM_001039703	-0.21	0.782	19121.58	100132406	Homo sapiens	neuroblastoma breakpoint family member 10(NBPF10)	NBPF10
NM_001039711	-0.57	0.402	6465.17	9191	Homo sapiens	death effector domain containing(DEDD)	DEDD
NM_001039712	-0.52	0.336	3048.89	9191	Homo sapiens	death effector domain containing(DEDD)	DEDD
NM_001039715	-5.38	0.109	178.36	1733	Homo sapiens	deiodinase, iodothyronine type I(DIO1)	DIO1
NM_001039716	-7.37	0.264	1089.89	1733	Homo sapiens	deiodinase, iodothyronine type I(DIO1)	DIO1
NM_001039717	-0.85	0.0792	1414.69	80167	Homo sapiens	abhydrolase domain containing 18(ABHD18)	ABHD18
NM_001039724	-3.09	0.251	198.58	115677	Homo sapiens	nitric oxide synthase trafficking(NOSTRIN)	NOSTRIN
NM_001039752	-3.77	0.226	13.64	387775	Homo sapiens	solute carrier family 22 member 10(SLC22A10)	SLC22A10
NM_001039763	-1.17	0.338	38.81	642987	Homo sapiens	transmembrane protein 232(TMEM232)	TMEM232
NM_001039780	-0.97	0.492	386.59	645121	Homo sapiens	cyclin I family member 2(CCNI2)	ccni2
NM_001039802	-0.45	0.385	7362.62	998	Homo sapiens	cell division cycle 42(CDC42)	CDC42
NM_001039803	-0.01	0.992	1118.9	23552	Homo sapiens	cyclin dependent kinase 20(CDK20)	CDK20
NM_001039840	-0.63	0.23	4756.94	53344	Homo sapiens	cysteine rich hydrophobic domain 1(CHIC1)	CHIC1
NM_001039842	-1.29	0.0794	4726.56	339229	Homo sapiens	oxidoreductase like domain containing 1(OXLD1)	oxld1
NM_001039844	-1.66	0.166	13835.17	414149	Homo sapiens	acyl-CoA binding domain containing 7(ACBD7)	ACBD7
NM_001039845	-0.21	0.798	165.24	130752	Homo sapiens	malate dehydrogenase 1B(MDH1B)	MDH1B
NM_001039846	-0.19	0.833	73.19	113177	Homo sapiens	IZUMO family member 4(IZUMO4)	IZUMO4
NM_001039848	-0.23	0.666	4107.12	2879	Homo sapiens	glutathione peroxidase 4(GPX4)	GPX4
NM_001039877	-0.15	0.672	40282.54	29888	Homo sapiens	striatin 4(STRN4)	STRN4
NM_001039887	-0.51	0.237	2397.7	148137	Homo sapiens	proline and serine rich 3(PROSER3)	PROSER3
NM_001039888	-1.85	0.136	11437.73	284615	Homo sapiens	ankyrin repeat domain 34A(ANKRD34A)	ANKRD34A
NM_001039891	-0.47	0.399	1565.35	641339	Homo sapiens	zinc finger protein 674(ZNF674)	ZNF674
NM_001039905	-5.28	0.114	304.38	644809	Homo sapiens	chromosome 15 open reading frame 56(C15orf56)	C15orf56
NM_001039916	-0.23	0.648	25249.29	171017	Homo sapiens	zinc finger protein 384(ZNF384)	ZNF384
NM_001039917	-0.09	0.718	348.43	171017	Homo sapiens	zinc finger protein 384(ZNF384)	ZNF384
NM_001039919	-0.44	0.622	2687.95	171017	Homo sapiens	zinc finger protein 384(ZNF384)	ZNF384
NM_001039936	-1.76	0.278	112.45	1124	Homo sapiens	chimerin 2(CHN2)	CHN2
NM_001039937	-1.62	0.199	1637.08	26512	Homo sapiens	integrator complex subunit 6(INTS6)	INTS6
NM_001039938	-0.75	0.162	2664.17	26512	Homo sapiens	integrator complex subunit 6(INTS6)	INTS6
NM_001039960	-1.21	0.471	1051.04	9498	Homo sapiens	solute carrier family 4 member 8(SLC4A8)	SLC4A8
NM_001039966	-2.99	0.248	461.21	2852	Homo sapiens	G protein-coupled estrogen receptor 1(GPER1)	GPER1
NM_001039970	-2.92	0.116	7.58	84867	Homo sapiens	protein tyrosine phosphatase, non-receptor type 5(PTPN5)	PTPN5
NM_001040001	-0.94	0.16	54401.14	4301	Homo sapiens	afadin, adherens junction formation factor(AFDN)	AFDN
NM_001040007	-2.36	0.347	121.99	343637	Homo sapiens	R-spondin 4(RSPO4)	RSPO4
NM_001040011	-0.13	0.767	6030.43	375757	Homo sapiens	SWI5 homologous recombination repair protein(SWI5)	SWI5
NM_001040033	-2.57	0.169	7.24	963	Homo sapiens	CD53 molecule(CD53)	CD53
NM_001040056	-1.51	0.0502	17833.25	5595	Homo sapiens	mitogen-activated protein kinase 3(MAPK3)	MAPK3
NM_001040071	-0.52	0.525	79.13	650293	Homo sapiens	seven transmembrane helix receptor(LOC650293)	LOC650293
NM_001040098	-0.17	0.582	131.47	64598	Homo sapiens	motile sperm domain containing 3(MOSPD3)	MOSPD3
NM_001040099	-0.6	0.391	678.12	64598	Homo sapiens	motile sperm domain containing 3(MOSPD3)	MOSPD3
NM_001040100	-10.09	0.222	165184.2	165679	Homo sapiens	serine palmitoyltransferase small subunit B(SPTSSB)	SPTSSB
NM_001040101	-0.99	0.472	575.38	27065	Homo sapiens	neuron specific gene family member 1(NSG1)	NSG1
NM_001040105	-1.18	0.438	26.65	140453	Homo sapiens	mucin 17, cell surface associated(MUC17)	MUC17
NM_001040108	-0.89	0.161	3065.64	27030	Homo sapiens	mutL homolog 3(MLH3)	MLH3
NM_001040129	-3.91	0.369	92.66	153218	Homo sapiens	serine peptidase inhibitor, Kazal type 13 (putative)(SPINK13)	Spink13
NM_001040134	-1.54	0.225	7713.55	5064	Homo sapiens	paralemmin(PALM)	PALM
NM_001040144	-0.3	0.573	38851.36	54921	Homo sapiens	chromosome transmission fidelity factor 8(CHTF8)	CHTF8
NM_001040151	-0.98	0.165	30.23	55800	Homo sapiens	sodium voltage-gated channel beta subunit 3(SCN3B)	SCN3B
NM_001040153	-0.04	0.98	1523.78	122060	Homo sapiens	SLAIN motif family member 1(SLAIN1)	SLAIN1
NM_001040157	-0.15	0.729	12151.65	80817	Homo sapiens	centrosomal protein 44(CEP44)	CEP44
NM_001040160	-0.21	0.653	141.51	84326	Homo sapiens	methyltransferase like 26(METTL26)	METTL26
NM_001040165	-0.16	0.783	1028.17	84326	Homo sapiens	methyltransferase like 26(METTL26)	METTL26
NM_001040167	-3.34	0.177	46455.27	3955	Homo sapiens	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase(LFNG)	LFNG
NM_001040168	-2.51	0.135	266.49	3955	Homo sapiens	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase(LFNG)	LFNG
NM_001040182	-0.15	0.817	3025.21	56650	Homo sapiens	claudin domain containing 1(CLDND1)	CLDND1
NM_001040185	-0.93	0.266	10074.94	91661	Homo sapiens	zinc finger protein 765(ZNF765)	Znf765
NM_001040192	-0.8	0.409	525	54943	Homo sapiens	DnaJ heat shock protein family (Hsp40) member C28(DNAJC28)	DNAJC28
NM_001040194	-0.03	0.974	1772.6	57085	Homo sapiens	angiotensin II receptor associated protein(AGTRAP)	AGTRAP
NM_001040195	-0.06	0.896	7396.56	57085	Homo sapiens	angiotensin II receptor associated protein(AGTRAP)	AGTRAP
NM_001040196	-0.8	0.465	1808.98	57085	Homo sapiens	angiotensin II receptor associated protein(AGTRAP)	AGTRAP
NM_001040197	-0.15	0.707	2860.72	57085	Homo sapiens	angiotensin II receptor associated protein(AGTRAP)	AGTRAP
NM_001040273	-1.65	0.0661	1607.46	219743	Homo sapiens	trypsin domain containing 1(TYSND1)	TYSND1
NM_001040274	-1.81	0.323	346.73	221711	Homo sapiens	synaptonemal complex protein 2 like(SYCP2L)	SYCP2L
NM_001040275	-3.06	0.392	109.54	2100	Homo sapiens	estrogen receptor 2(ESR2)	ESR2
NM_001040276	-2.41	0.386	208.46	2100	Homo sapiens	estrogen receptor 2(ESR2)	ESR2
NM_001040283	-4.3	0.189	19.68	63946	Homo sapiens	DMRT like family C2(DMRTC2)	DMRTC2
NM_001040284	-0.31	0.394	1813.08	64282	Homo sapiens	poly(A) RNA polymerase D5, non-canonical(PAPD5)	PAPD5
NM_001040410	-2.99	0.154	81.87	138724	Homo sapiens	chromosome 9 open reading frame 131(C9orf131)	C9orf131
NM_001040411	-2.88	0.292	38.87	138724	Homo sapiens	chromosome 9 open reading frame 131(C9orf131)	C9orf131
NM_001040412	-3.27	0.172	88.96	138724	Homo sapiens	chromosome 9 open reading frame 131(C9orf131)	C9orf131
NM_001040424	-0.3	0.202	10826.6	63977	Homo sapiens	PR/SET domain 15(PRDM15)	PRDM15
NM_001040428	-0.39	0.468	2339.19	55812	Homo sapiens	spermatogenesis associated 7(SPATA7)	SPATA7
NM_001040431	-0.81	0.179	20221.63	28958	Homo sapiens	cytochrome c oxidase assembly factor 3(COA3)	COA3
NM_001040432	-0.06	0.936	144.15	152098	Homo sapiens	zinc finger CW-type and PWWP domain containing 2(ZCWPW2)	ZCWPW2
NM_001040439	-0.5	0.328	33105.83	23162	Homo sapiens	mitogen-activated protein kinase 8 interacting protein 3(MAPK8IP3)	MAPK8IP3
NM_001040442	-1.18	0.351	121.63	2172	Homo sapiens	fatty acid binding protein 6(FABP6)	FABP6
NM_001040443	-0.79	0.173	686.28	51131	Homo sapiens	PHD finger protein 11(PHF11)	PHF11
NM_001040446	-0.61	0.233	62392.48	54545	Homo sapiens	myotubularin related protein 12(MTMR12)	MTMR12
NM_001040450	-0.86	0.0519	4435.82	54629	Homo sapiens	family with sequence similarity 63 member B(FAM63B)	FAM63B
NM_001040453	-0.73	0.46	4617.64	54629	Homo sapiens	family with sequence similarity 63 member B(FAM63B)	FAM63B
NM_001040457	-0.61	0.184	11092.6	57414	Homo sapiens	rhomboid domain containing 2(RHBDD2)	rhbdd2
NM_001040610	-0.68	0.187	2503.98	79631	Homo sapiens	elongation factor like GTPase 1(EFL1)	EFL1
NM_001040612	-5	0.329	31.95	548313	Homo sapiens	SSX family member 4B(SSX4B)	SSX4B
NM_001040619	-1.3	0.447	3781.33	467	Homo sapiens	activating transcription factor 3(ATF3)	ATF3
NM_001040624	-0.65	0.617	553.58	83988	Homo sapiens	neurocalcin delta(NCALD)	NCALD
NM_001040625	-4.73	0.115	2065.55	83988	Homo sapiens	neurocalcin delta(NCALD)	NCALD
NM_001040627	-3.04	0.168	1900.15	83988	Homo sapiens	neurocalcin delta(NCALD)	NCALD
NM_001040628	-1.4	0.363	1639.68	83988	Homo sapiens	neurocalcin delta(NCALD)	NCALD
NM_001040629	-1.65	0.316	2574.05	83988	Homo sapiens	neurocalcin delta(NCALD)	NCALD
NM_001040630	-4.65	0.132	541.28	83988	Homo sapiens	neurocalcin delta(NCALD)	NCALD
NM_001040647	-0.04	0.93	2926.38	27297	Homo sapiens	CGRP receptor component(CRCP)	CRCP
NM_001040648	-0.9	0.13	13888.46	27297	Homo sapiens	CGRP receptor component(CRCP)	CRCP
NM_001040649	-0.3	0.305	1758.74	52	Homo sapiens	acid phosphatase 1, soluble(ACP1)	ACP1
NM_001040653	-0.46	0.299	37101.05	79364	Homo sapiens	ZXD family zinc finger C(ZXDC)	ZXDC
NM_001040655	-0.74	0.275	467.97	64927	Homo sapiens	tetratricopeptide repeat domain 23(TTC23)	TTC23
NM_001040656	-1.06	0.371	1006.54	64927	Homo sapiens	tetratricopeptide repeat domain 23(TTC23)	TTC23
NM_001040658	-0.87	0.266	249.42	64927	Homo sapiens	tetratricopeptide repeat domain 23(TTC23)	TTC23
NM_001040661	-0.46	0.556	2321.09	222962	Homo sapiens	solute carrier family 29 member 4(SLC29A4)	SLC29A4
NM_001040662	-0.23	0.639	1687.42	79609	Homo sapiens	valosin containing protein lysine methyltransferase(VCPKMT)	VCPKMT
NM_001040663	-7.12	0.35	0.73	2543	Homo sapiens	G antigen 1(GAGE1)	GAGE1
NM_001040667	-2.39	0.0838	6247.02	3299	Homo sapiens	heat shock transcription factor 4(HSF4)	HSF4
NM_001040694	-0.31	0.605	2274.84	3619	Homo sapiens	inner centromere protein(INCENP)	INCENP
NM_001040697	-0.61	0.192	3117.77	55293	Homo sapiens	UEV and lactate/malate dehyrogenase domains(UEVLD)	UEVLD
NM_001040701	-0.46	0.232	60.5	2528	Homo sapiens	fucosyltransferase 6(FUT6)	FUT6
NM_001040709	-3.03	0.281	1073.09	284612	Homo sapiens	synaptophysin like 2(SYPL2)	SYPL2
NM_001040710	-0.21	0.835	10.37	653140	Homo sapiens	family with sequence similarity 228 member A(FAM228A)	FAM228A
NM_001040715	-1.77	0.122	8107.79	653319	Homo sapiens	KIAA0895 like(KIAA0895L)	KIAA0895L
NM_001040716	-0.35	0.594	23994.59	5091	Homo sapiens	pyruvate carboxylase(PC)	PC
NM_001040875	-0.59	0.247	381.27	54332	Homo sapiens	ganglioside induced differentiation associated protein 1(GDAP1)	GDAP1
NM_001041	-3.74	0.36	58.51	6476	Homo sapiens	sucrase-isomaltase(SI)	SI
NM_001042351	-1.15	0.141	57413.06	2539	Homo sapiens	glucose-6-phosphate dehydrogenase(G6PD)	G6PD
NM_001042355	-0.46	0.226	2026.09	1540	Homo sapiens	CYLD lysine 63 deubiquitinase(CYLD)	CYLD
NM_001042368	-2.46	0.138	9037.81	5900	Homo sapiens	ral guanine nucleotide dissociation stimulator(RALGDS)	RALGDS
NM_001042369	-0.22	0.742	3978.85	6738	Homo sapiens	TROVE domain family member 2(TROVE2)	TROVE2
NM_001042370	-1.09	0.418	1624.35	6738	Homo sapiens	TROVE domain family member 2(TROVE2)	TROVE2
NM_001042371	-0.67	0.107	25569.72	283871	Homo sapiens	phosphoglycolate phosphatase(PGP)	PGP
NM_001042383	-0.1	0.775	2223.51	80254	Homo sapiens	centrosomal protein 63(CEP63)	CEP63
NM_001042386	-0.56	0.455	1082.55	9581	Homo sapiens	prolyl endopeptidase-like(PREPL)	PREPL
NM_001042389	-2.41	0.444	47.22	26095	Homo sapiens	protein tyrosine phosphatase, non-receptor type 20(PTPN20)	PTPN20
NM_001042389	-0.26	0.883	3.01	26095	Homo sapiens	protein tyrosine phosphatase, non-receptor type 20(PTPN20)	PTPN20
NM_001042390	-1.63	0.525	12.32	26095	Homo sapiens	protein tyrosine phosphatase, non-receptor type 20(PTPN20)	PTPN20
NM_001042390	-0.52	0.802	37.51	26095	Homo sapiens	protein tyrosine phosphatase, non-receptor type 20(PTPN20)	PTPN20
NM_001042391	-2.11	0.468	14.58	26095	Homo sapiens	protein tyrosine phosphatase, non-receptor type 20(PTPN20)	PTPN20
NM_001042392	-3.7	0.376	7.22	26095	Homo sapiens	protein tyrosine phosphatase, non-receptor type 20(PTPN20)	PTPN20
NM_001042392	-0.58	0.753	1.98	26095	Homo sapiens	protein tyrosine phosphatase, non-receptor type 20(PTPN20)	PTPN20
NM_001042393	-0.37	0.848	5.83	26095	Homo sapiens	protein tyrosine phosphatase, non-receptor type 20(PTPN20)	PTPN20
NM_001042393	-0.04	0.981	6.89	26095	Homo sapiens	protein tyrosine phosphatase, non-receptor type 20(PTPN20)	PTPN20
NM_001042394	-1.93	0.481	8.1	26095	Homo sapiens	protein tyrosine phosphatase, non-receptor type 20(PTPN20)	PTPN20
NM_001042394	-0.33	0.862	1.63	26095	Homo sapiens	protein tyrosine phosphatase, non-receptor type 20(PTPN20)	PTPN20
NM_001042395	-3.22	0.395	12.94	26095	Homo sapiens	protein tyrosine phosphatase, non-receptor type 20(PTPN20)	PTPN20
NM_001042395	-0.22	0.912	28.24	26095	Homo sapiens	protein tyrosine phosphatase, non-receptor type 20(PTPN20)	PTPN20
NM_001042396	-2.8	0.417	30.93	26095	Homo sapiens	protein tyrosine phosphatase, non-receptor type 20(PTPN20)	PTPN20
NM_001042396	-1.45	0.561	28.8	26095	Homo sapiens	protein tyrosine phosphatase, non-receptor type 20(PTPN20)	PTPN20
NM_001042397	-1.47	0.548	7.26	26095	Homo sapiens	protein tyrosine phosphatase, non-receptor type 20(PTPN20)	PTPN20
NM_001042397	-0.91	0.654	2.39	26095	Homo sapiens	protein tyrosine phosphatase, non-receptor type 20(PTPN20)	PTPN20
NM_001042400	-0.19	0.606	5796.78	80254	Homo sapiens	centrosomal protein 63(CEP63)	CEP63
NM_001042402	-3.05	0.0604	2712.74	27163	Homo sapiens	N-acylethanolamine acid amidase(NAAA)	NAAA
NM_001042404	-0.31	0.714	7072.71	9859	Homo sapiens	centrosomal protein 170(CEP170)	CEP170
NM_001042406	-11.17	0.238	833.47	54511	Homo sapiens	3-hydroxymethyl-3-methylglutaryl-CoA lyase like 1(HMGCLL1)	HMGCLL1
NM_001042410	-0.76	0.314	4837.98	55139	Homo sapiens	ankyrin repeat and zinc finger domain containing 1(ANKZF1)	ANKZF1
NM_001042412	-0.16	0.639	6686.39	1540	Homo sapiens	CYLD lysine 63 deubiquitinase(CYLD)	CYLD
NM_001042416	-0.71	0.328	1372	169270	Homo sapiens	zinc finger protein 596(ZNF596)	ZNF596
NM_001042417	-0.36	0.295	1058.49	55680	Homo sapiens	RUN and FYVE domain containing 2(RUFY2)	RUFY2
NM_001042423	-1.69	0.344	7431.88	9123	Homo sapiens	solute carrier family 16 member 3(SLC16A3)	SLC16A3
NM_001042428	-0.31	0.67	2251.96	7755	Homo sapiens	zinc finger protein 205(ZNF205)	ZNF205
NM_001042430	-1.21	0.242	1049.32	79696	Homo sapiens	zinc finger C2HC-type containing 1C(ZC2HC1C)	ZC2HC1C
NM_001042432	-1.47	0.25	1347.68	1201	Homo sapiens	CLN3, battenin(CLN3)	CLN3
NM_001042437	-3.38	0.101	4104.86	8869	Homo sapiens	ST3 beta-galactoside alpha-2,3-sialyltransferase 5(ST3GAL5)	ST3GAL5
NM_001042442	-0.45	0.677	3273.01	831	Homo sapiens	calpastatin(CAST)	CAST
NM_001042444	-0.26	0.829	2972.08	831	Homo sapiens	calpastatin(CAST)	CAST
NM_001042452	-2.39	0.25	6172.93	51765	Homo sapiens	serine/threonine protein kinase 26(STK26)	STK26
NM_001042453	-0.84	0.387	1128.18	51765	Homo sapiens	serine/threonine protein kinase 26(STK26)	STK26
NM_001042459	-3.84	0.193	352.31	11259	Homo sapiens	filamin A interacting protein 1 like(FILIP1L)	filip1l
NM_001042467	-5.42	0.111	21072.52	79083	Homo sapiens	melanophilin(MLPH)	MLPH
NM_001042469	-0.61	0.347	40865.01	25870	Homo sapiens	sulfatase modifying factor 2(SUMF2)	SUMF2
NM_001042470	-0.62	0.432	21212.08	25870	Homo sapiens	sulfatase modifying factor 2(SUMF2)	SUMF2
NM_001042471	-0.64	0.649	549.42	55876	Homo sapiens	gasdermin B(GSDMB)	GSDMB
NM_001042474	-1.27	0.0818	1465.83	147929	Homo sapiens	zinc finger protein 565(ZNF565)	ZNF565
NM_001042476	-0.62	0.209	33154.29	23589	Homo sapiens	calcium regulated heat stable protein 1(CARHSP1)	CARHSP1
NM_001042483	-1.79	0.18	34751.82	26471	Homo sapiens	nuclear protein 1, transcriptional regulator(NUPR1)	NUPR1
NM_001042486	-1.77	0.214	363.92	22839	Homo sapiens	DLG associated protein 4(DLGAP4)	DLGAP4
NM_001042495	-0.08	0.903	623	9990	Homo sapiens	solute carrier family 12 member 6(SLC12A6)	SLC12A6
NM_001042496	-0.21	0.775	1036.38	9990	Homo sapiens	solute carrier family 12 member 6(SLC12A6)	SLC12A6
NM_001042506	-5.27	0.144	102.69	645974	Homo sapiens	poly(A) binding protein cytoplasmic 1 like 2B(PABPC1L2B)	PABPC1L2B
NM_001042507	-2.52	0.347	5.72	653499	Homo sapiens	galectin 7B(LGALS7B)	LGALS7B
NM_001042510	-0.64	0.117	7484.66	51123	Homo sapiens	zinc finger protein 706(ZNF706)	ZNF706
NM_001042529	-3.47	0.259	5776.05	80347	Homo sapiens	Coenzyme A synthase(COASY)	COASY
NM_001042543	-8.95	0.321	2406.42	8001	Homo sapiens	glycine receptor alpha 3(GLRA3)	GLRA3
NM_001042545	-0.71	0.308	3512.65	8425	Homo sapiens	latent transforming growth factor beta binding protein 4(LTBP4)	LTBP4
NM_001042548	-0.17	0.843	834.82	9637	Homo sapiens	fasciculation and elongation protein zeta 2(FEZ2)	FEZ2
NM_001042549	-0.45	0.503	6900.36	25936	Homo sapiens	NSL1, MIS12 kinetochore complex component(NSL1)	NSL1
NM_001042552	-0.57	0.348	1686.74	128387	Homo sapiens	TatD DNase domain containing 3(TATDN3)	TATDN3
NM_001042553	-1.47	0.248	4039.16	128387	Homo sapiens	TatD DNase domain containing 3(TATDN3)	TATDN3
NM_001042555	-2.65	0.102	131961.16	10818	Homo sapiens	fibroblast growth factor receptor substrate 2(FRS2)	FRS2
NM_001042559	-0.03	0.943	109783.74	1982	Homo sapiens	eukaryotic translation initiation factor 4 gamma 2(EIF4G2)	EIF4G2
NM_001042572	-0.15	0.774	2057.61	1106	Homo sapiens	chromodomain helicase DNA binding protein 2(CHD2)	CHD2
NM_001042573	-0.53	0.534	15702.17	64772	Homo sapiens	endo-beta-N-acetylglucosaminidase(ENGASE)	ENGASE
NM_001042575	-2.32	0.0988	33.63	344805	Homo sapiens	transmembrane protease, serine 7(TMPRSS7)	TMPRSS7
NM_001042581	-1.93	0.292	820.91	10073	Homo sapiens	snurportin 1(SNUPN)	SNUPN
NM_001042583	-0.07	0.972	0.15	913	Homo sapiens	CD1e molecule(CD1E)	CD1E
NM_001042586	-0.06	0.977	0.15	913	Homo sapiens	CD1e molecule(CD1E)	CD1E
NM_001042587	-0.08	0.97	0.15	913	Homo sapiens	CD1e molecule(CD1E)	CD1E
NM_001042589	-2.06	0.0711	257.04	51754	Homo sapiens	transmembrane protein 8B(TMEM8B)	TMEM8B
NM_001042590	-1.79	0.194	17196.35	51754	Homo sapiens	transmembrane protein 8B(TMEM8B)	TMEM8B
NM_001042599	-8.42	0.127	6633.17	2066	Homo sapiens	erb-b2 receptor tyrosine kinase 4(ERBB4)	ERBB4
NM_001042600	-1.08	0.337	68.45	11184	Homo sapiens	mitogen-activated protein kinase kinase kinase kinase 1(MAP4K1)	MAP4K1
NM_001042601	-1.38	0.0837	28483.19	151613	Homo sapiens	tetratricopeptide repeat domain 14(TTC14)	TTC14
NM_001042603	-0.98	0.111	50035.73	5927	Homo sapiens	lysine demethylase 5A(KDM5A)	KDM5A
NM_001042625	-4.66	0.351	366.37	133690	Homo sapiens	calcyphosine like(CAPSL)	CAPSL
NM_001042631	-0.59	0.272	8353.34	644096	Homo sapiens	succinate dehydrogenase complex assembly factor 1(SDHAF1)	SDHAF1
NM_001042632	-0.36	0.534	1371.02	90203	Homo sapiens	sorting nexin family member 21(SNX21)	SNX21
NM_001042633	-0.49	0.526	1740.21	90203	Homo sapiens	sorting nexin family member 21(SNX21)	SNX21
NM_001042683	-0.51	0.276	3962.77	257218	Homo sapiens	SNF2 histone linker PHD RING helicase(SHPRH)	SHPRH
NM_001042685	-0.24	0.871	3.53	284194	Homo sapiens	galectin 9B(LGALS9B)	lgals9b
NM_001042690	-1.85	0.0644	191.51	345222	Homo sapiens	Myb/SANT DNA binding domain containing 1(MSANTD1)	MSANTD1
NM_001042697	-0.06	0.882	3371.08	125150	Homo sapiens	zinc finger SWIM-type containing 7(ZSWIM7)	ZSWIM7
NM_001042704	-6.13	0.199	57.13	1187	Homo sapiens	chloride voltage-gated channel Ka(CLCNKA)	CLCNKA
NM_001042723	-5.03	0.0572	875.73	6261	Homo sapiens	ryanodine receptor 1(RYR1)	RYR1
NM_001042729	-0.45	0.613	4.48	2268	Homo sapiens	FGR proto-oncogene, Src family tyrosine kinase(FGR)	FGR
NM_001042734	-0.07	0.932	3811.95	10427	Homo sapiens	SEC24 homolog B, COPII coat complex component(SEC24B)	SEC24B
NM_001042750	-0.39	0.398	23507.68	10735	Homo sapiens	stromal antigen 2(STAG2)	STAG2
NM_001042771	-2.44	0.305	74.34	3932	Homo sapiens	LCK proto-oncogene, Src family tyrosine kinase(LCK)	LCK
NM_001042784	-3.55	0.194	120.07	339965	Homo sapiens	coiled-coil domain containing 158(CCDC158)	CCDC158
NM_001043229	-0.55	0.337	1941.26	751071	Homo sapiens	methyltransferase like 12(METTL12)	METTL12
NM_001043318	-0.77	0.11	27181.73	91748	Homo sapiens	ELM2 and Myb/SANT domain containing 1(ELMSAN1)	ELMSAN1
NM_001043352	-1.49	0.211	11492.04	7170	Homo sapiens	tropomyosin 3(TPM3)	TPM3
NM_001043353	-1.01	0.0517	8866.26	7170	Homo sapiens	tropomyosin 3(TPM3)	TPM3
NM_001044	-2.95	0.0871	88.43	6531	Homo sapiens	solute carrier family 6 member 3(SLC6A3)	SLC6A3
NM_001044264	-0.32	0.256	1546.9	692094	Homo sapiens	microseminoprotein, prostate associated(MSMP)	MSMP
NM_001044369	-5.02	0.256	32.4	125704	Homo sapiens	family with sequence similarity 69 member C(FAM69C)	FAM69C
