From_left	Log2Ratio	p_value	MaxRPKM	ID	Species	GeneName	Symbol
NM_001042520	0.76	0.342	195.82	84281	Homo sapiens	chromosome 2 open reading frame 88(C2orf88)	C2orf88
NM_001042521	1.16	0.196	191.53	84281	Homo sapiens	chromosome 2 open reading frame 88(C2orf88)	C2orf88
NM_001042522	0.25	0.693	135.81	399473	Homo sapiens	sprouty related EVH1 domain containing 3(SPRED3)	SPRED3
NM_001042530	0.49	0.5	194.49	80347	Homo sapiens	Coenzyme A synthase(COASY)	COASY
NM_001042531	0.28	0.696	230.01	80347	Homo sapiens	Coenzyme A synthase(COASY)	COASY
NM_001042532	2.37	0.271	798.35	80347	Homo sapiens	Coenzyme A synthase(COASY)	COASY
NM_001042533	1.22	0.104	10683.55	84864	Homo sapiens	MYC induced nuclear antigen(MINA)	MINA
NM_001042536	4.77	0.361	193.46	387755	Homo sapiens	inscuteable homolog (Drosophila)(INSC)	INSC
NM_001042540	0.26	0.792	2253.19	22916	Homo sapiens	nuclear cap binding protein subunit 2(NCBP2)	NCBP2
NM_001042544	1.62	0.228	16229.62	8425	Homo sapiens	latent transforming growth factor beta binding protein 4(LTBP4)	LTBP4
NM_001042546	0.12	0.663	8597.61	64756	Homo sapiens	ATP synthase mitochondrial F1 complex assembly factor 1(ATPAF1)	ATPAF1
NM_001042550	0.73	0.229	14932.99	10592	Homo sapiens	structural maintenance of chromosomes 2(SMC2)	SMC2
NM_001042551	0.76	0.281	37725.22	10592	Homo sapiens	structural maintenance of chromosomes 2(SMC2)	SMC2
NM_001042574	0.01	0.977	18085.59	64784	Homo sapiens	CREB regulated transcription coactivator 3(CRTC3)	CRTC3
NM_001042576	0.3	0.787	220.15	6238	Homo sapiens	ribosome binding protein 1(RRBP1)	RRBP1
NM_001042584	0.01	0.995	0.14	913	Homo sapiens	CD1e molecule(CD1E)	CD1E
NM_001042585	0.02	0.993	0.14	913	Homo sapiens	CD1e molecule(CD1E)	CD1E
NM_001042588	1.69	0.325	1235.39	10073	Homo sapiens	snurportin 1(SNUPN)	SNUPN
NM_001042594	0.77	0.204	2827.94	25913	Homo sapiens	protection of telomeres 1(POT1)	POT1
NM_001042595	0.45	0.598	103.04	641649	Homo sapiens	transmembrane protein 91(TMEM91)	Tmem91
NM_001042618	0.66	0.44	2238.62	10038	Homo sapiens	poly(ADP-ribose) polymerase 2(PARP2)	parp2
NM_001042635	0.42	0.373	9734.59	25983	Homo sapiens	neuroguidin(NGDN)	NGDN
NM_001042646	1.24	0.171	20580.06	22906	Homo sapiens	trafficking kinesin protein 1(TRAK1)	trak1
NM_001042663	1.71	0.326	1019.2	57449	Homo sapiens	pleckstrin homology and RhoGEF domain containing G5(PLEKHG5)	PLEKHG5
NM_001042664	1.31	0.533	833.84	57449	Homo sapiens	pleckstrin homology and RhoGEF domain containing G5(PLEKHG5)	PLEKHG5
NM_001042665	0.15	0.854	408.2	57449	Homo sapiens	pleckstrin homology and RhoGEF domain containing G5(PLEKHG5)	PLEKHG5
NM_001042669	6.79	0.143	18684.75	83478	Homo sapiens	Rho GTPase activating protein 24(ARHGAP24)	arhgap24
NM_001042678	0.29	0.526	138335.34	389	Homo sapiens	ras homolog family member C(RHOC)	RHOC
NM_001042679	0.77	0.145	40480.53	389	Homo sapiens	ras homolog family member C(RHOC)	RHOC
NM_001042682	1.23	0.0971	57840.69	473	Homo sapiens	arginine-glutamic acid dipeptide repeats(RERE)	RERE
NM_001042692	0.26	0.469	239.1	51057	Homo sapiens	WD repeat containing planar cell polarity effector(WDPCP)	WDPCP
NM_001042693	3.46	0.146	10.99	348378	Homo sapiens	family with sequence similarity 159 member A(FAM159A)	FAM159A
NM_001042698	0.71	0.389	261.78	125150	Homo sapiens	zinc finger SWIM-type containing 7(ZSWIM7)	ZSWIM7
NM_001042702	0.11	0.92	305.08	494513	Homo sapiens	deafness, autosomal recessive 59(DFNB59)	dfnb59
NM_001042705	7.13	0.347	140.12	654502	Homo sapiens	IQ motif containing J(IQCJ)	IQCJ
NM_001042717	0.08	0.926	883.01	85865	Homo sapiens	GTP binding protein 10(GTPBP10)	GTPBP10
NM_001042728	1.68	0.134	3584.81	5916	Homo sapiens	retinoic acid receptor gamma(RARG)	rarg
NM_001042747	1.01	0.573	11.93	2268	Homo sapiens	FGR proto-oncogene, Src family tyrosine kinase(FGR)	FGR
NM_001042749	0.38	0.401	24807.87	10735	Homo sapiens	stromal antigen 2(STAG2)	STAG2
NM_001042751	0.34	0.659	17669.81	10735	Homo sapiens	stromal antigen 2(STAG2)	STAG2
NM_001042758	0.96	0.274	9573.09	23380	Homo sapiens	SLIT-ROBO Rho GTPase activating protein 2(SRGAP2)	SRGAP2
NM_001042762	0.29	0.728	7018.12	63979	Homo sapiens	fidgetin like 1(FIGNL1)	FIGNL1
NM_001042780	1.84	0.304	1.1	7140	Homo sapiens	troponin T3, fast skeletal type(TNNT3)	TNNT3
NM_001042781	1.75	0.319	1.08	7140	Homo sapiens	troponin T3, fast skeletal type(TNNT3)	TNNT3
NM_001042782	1.79	0.306	1.05	7140	Homo sapiens	troponin T3, fast skeletal type(TNNT3)	TNNT3
NM_001043	0.57	0.745	1.34	6530	Homo sapiens	solute carrier family 6 member 2(SLC6A2)	SLC6A2
NM_001043351	0.08	0.915	2237.72	7170	Homo sapiens	tropomyosin 3(TPM3)	TPM3
NM_001044305	0.41	0.276	5465.11	60682	Homo sapiens	small ArfGAP 1(SMAP1)	SMAP1
NM_001044385	0.7	0.0906	11996.4	65062	Homo sapiens	transmembrane protein 237(TMEM237)	TMEM237
NM_001044392	0.54	0.755	12.6	4582	Homo sapiens	mucin 1, cell surface associated(MUC1)	MUC1
NM_001044722	1.17	0.127	13475.11	1456	Homo sapiens	casein kinase 1 gamma 3(CSNK1G3)	csnk1g3
NM_001044723	0.25	0.443	8198.66	1456	Homo sapiens	casein kinase 1 gamma 3(CSNK1G3)	csnk1g3
NM_001047	0.21	0.689	15500.89	6715	Homo sapiens	steroid 5 alpha-reductase 1(SRD5A1)	SRD5A1
NM_001047160	0.98	0.121	11688.3	10276	Homo sapiens	neuroepithelial cell transforming 1(NET1)	NET1
NM_001047434	0.39	0.502	8946.64	285381	Homo sapiens	diphthamide biosynthesis 3(DPH3)	DPH3
NM_001048164	2.28	0.206	5.96	84889	Homo sapiens	solute carrier family 7 member 3(SLC7A3)	SLC7A3
NM_001048166	2.05	0.266	8480.69	6491	Homo sapiens	SCL/TAL1 interrupting locus(STIL)	STIL
NM_001048174	0.55	0.649	392.11	4595	Homo sapiens	mutY DNA glycosylase(MUTYH)	MUTYH
NM_001048194	0.82	0.257	10037.38	1104	Homo sapiens	regulator of chromosome condensation 1(RCC1)	RCC1
NM_001048195	0.42	0.452	1018.34	1104	Homo sapiens	regulator of chromosome condensation 1(RCC1)	RCC1
NM_001048198	0.29	0.531	8882.26	NaN			
NM_001048199	0.86	0.131	1996	1104	Homo sapiens	regulator of chromosome condensation 1(RCC1)	RCC1
NM_001048201	1.34	0.0775	43069.23	29128	Homo sapiens	ubiquitin like with PHD and ring finger domains 1(UHRF1)	UHRF1
NM_001048209	3.18	0.219	88.66	50863	Homo sapiens	neurotrimin(NTM)	NTM
NM_001048210	0.95	0.172	23972.92	23155	Homo sapiens	chloride channel CLIC like 1(CLCC1)	CLCC1
NM_001048222	0.41	0.689	4245.16	55861	Homo sapiens	dysbindin domain containing 2(DBNDD2)	DBNDD2
NM_001048223	1.6	0.308	8402.7	55861	Homo sapiens	dysbindin domain containing 2(DBNDD2)	DBNDD2
NM_001048225	1.57	0.217	3885.08	55861	Homo sapiens	dysbindin domain containing 2(DBNDD2)	DBNDD2
NM_001048226	1	0.387	3420.95	55861	Homo sapiens	dysbindin domain containing 2(DBNDD2)	DBNDD2
NM_001048241	0.25	0.353	4552.24	59286	Homo sapiens	ubiquitin like 5(UBL5)	UBL5
NM_001048249	0.6	0.0995	71573.1	643155	Homo sapiens	small integral membrane protein 15(SMIM15)	SMIM15
NM_001048251	1.42	0.074	1446.41	123920	Homo sapiens	CKLF like MARVEL transmembrane domain containing 3(CMTM3)	CMTM3
NM_001048252	0.13	0.347	1.1	613212	Homo sapiens	cortexin 3(CTXN3)	CTXN3
NM_001049	1.93	0.319	1220.56	6751	Homo sapiens	somatostatin receptor 1(SSTR1)	SSTR1
NM_001056	2.04	0.455	53.33	6819	Homo sapiens	sulfotransferase family 1C member 2(SULT1C2)	SULT1C2
NM_001060	2.12	0.262	2125.61	6915	Homo sapiens	thromboxane A2 receptor(TBXA2R)	TBXA2R
NM_001061	1.11	0.227	31.61	6916	Homo sapiens	thromboxane A synthase 1(TBXAS1)	TBXAS1
NM_001064	0.91	0.0876	281116.74	7086	Homo sapiens	transketolase(TKT)	TKT
NM_001065	0.95	0.107	86435.98	7132	Homo sapiens	TNF receptor superfamily member 1A(TNFRSF1A)	TNFRSF1A
NM_001067	0.71	0.136	181887.37	7153	Homo sapiens	topoisomerase (DNA) II alpha(TOP2A)	TOP2A
NM_001069	1.77	0.0716	17664.91	7280	Homo sapiens	tubulin beta 2A class IIa(TUBB2A)	TUBB2A
NM_001070	0.05	0.9	35277.91	7283	Homo sapiens	tubulin gamma 1(TUBG1)	TUBG1
NM_001071	0.99	0.48	34509.59	7298	Homo sapiens	thymidylate synthetase(TYMS)	TYMS
NM_001071775	0.71	0.0742	46797.19	440145	Homo sapiens	mitotic spindle organizing protein 1(MZT1)	MZT1
NM_001072	1.5	0.392	1.44	54578	Homo sapiens	UDP glucuronosyltransferase family 1 member A6(UGT1A6)	UGT1A6
NM_001074	3.52	0.387	502.25	7364	Homo sapiens	UDP glucuronosyltransferase family 2 member B7(UGT2B7)	UGT2B7
NM_001075098	1.5	0.206	1319.58	4337	Homo sapiens	molybdenum cofactor synthesis 1(MOCS1)	MOCS1
NM_001076552	0.22	0.244	422.28	55902	Homo sapiens	acyl-CoA synthetase short-chain family member 2(ACSS2)	ACSS2
NM_001076677	1.27	0.0571	349.06	1211	Homo sapiens	clathrin light chain A(CLTA)	CLTA
NM_001076682	7.34	0.307	688.85	4684	Homo sapiens	neural cell adhesion molecule 1(NCAM1)	NCAM1
NM_001076781	1.18	0.391	1810.95	346157	Homo sapiens	zinc finger protein 391(ZNF391)	ZNF391
NM_001076786	0.5	0.293	94861.29	79832	Homo sapiens	glutamine and serine rich 1(QSER1)	QSER1
NM_001077181	2.17	0.102	9891.15	8555	Homo sapiens	cell division cycle 14B(CDC14B)	CDC14B
NM_001077199	0.15	0.664	32566.12	140890	Homo sapiens	splicing regulatory glutamic acid and lysine rich protein 1(SREK1)	SREK1
NM_001077239	0.4	0.494	6383.36	257160	Homo sapiens	ring finger protein 214(RNF214)	RNF214
NM_001077243	0.78	0.429	7.16	2893	Homo sapiens	glutamate ionotropic receptor AMPA type subunit 4(GRIA4)	GRIA4
NM_001077244	0.06	0.975	2.05	2893	Homo sapiens	glutamate ionotropic receptor AMPA type subunit 4(GRIA4)	GRIA4
NM_001077394	1.17	0.103	5805.38	51611	Homo sapiens	diphthamide biosynthesis 5(DPH5)	DPH5
NM_001077401	0.65	0.656	43.82	94	Homo sapiens	activin A receptor like type 1(ACVRL1)	ACVRL1
NM_001077416	1	0.17	5551.11	79583	Homo sapiens	transmembrane protein 231(TMEM231)	TMEM231
NM_001077427	0.04	0.95	1083.87	116372	Homo sapiens	LY6/PLAUR domain containing 1(LYPD1)	LYPD1
NM_001077440	0.44	0.281	64122.36	9774	Homo sapiens	BCL2 associated transcription factor 1(BCLAF1)	BCLAF1
NM_001077445	0	0.998	2919.24	9767	Homo sapiens	jade family PHD finger 3(JADE3)	JADE3
NM_001077446	0.14	0.808	31935.02	79042	Homo sapiens	tRNA splicing endonuclease subunit 34(TSEN34)	TSEN34
NM_001077511	0.09	0.941	8384.33	6941	Homo sapiens	transcription factor 19(TCF19)	TCF19
NM_001077516	2.01	0.382	21655.72	7922	Homo sapiens	solute carrier family 39 member 7(SLC39A7)	SLC39A7
NM_001077523	0.19	0.22	247.04	8943	Homo sapiens	adaptor related protein complex 3 delta 1 subunit(AP3D1)	AP3D1
NM_001077525	0.02	0.96	9572.94	64419	Homo sapiens	myotubularin related protein 14(MTMR14)	MTMR14
NM_001077527	0.68	0.332	6892.13	8629	Homo sapiens	Jrk helix-turn-helix protein(JRK)	JRK
NM_001077528	1.76	0.144	1321.78	286151	Homo sapiens	F-box protein 43(FBXO43)	FBXO43
NM_001077620	0.89	0.585	110.91	768206	Homo sapiens	progressive rod-cone degeneration(PRCD)	PRCD
NM_001077624	0.04	0.97	664.06	162993	Homo sapiens	zinc finger protein 846(ZNF846)	ZNF846
NM_001077628	0.39	0.394	24556.35	51107	Homo sapiens	aph-1 homolog A, gamma-secretase subunit(APH1A)	APH1A
NM_001077639	1.39	0.347	2.62	54827	Homo sapiens	neurexophilin and PC-esterase domain family member 4(NXPE4)	NXPE4
NM_001077653	8.03	0.265	260.49	57057	Homo sapiens	T-box 20(TBX20)	TBX20
NM_001077654	1.99	0.142	11157.51	25816	Homo sapiens	TNF alpha induced protein 8(TNFAIP8)	TNFAIP8
NM_001077691	0.53	0.307	14607.63	79796	Homo sapiens	ALG9, alpha-1,2-mannosyltransferase(ALG9)	ALG9
NM_001077692	0.46	0.306	1041.02	79796	Homo sapiens	ALG9, alpha-1,2-mannosyltransferase(ALG9)	ALG9
NM_001077700	1.09	0.156	13721.05	57708	Homo sapiens	MIER1 transcriptional regulator(MIER1)	MIER1
NM_001077704	1.13	0.138	1980.38	57708	Homo sapiens	MIER1 transcriptional regulator(MIER1)	MIER1
NM_001078	3.92	0.0652	122.5	7412	Homo sapiens	vascular cell adhesion molecule 1(VCAM1)	VCAM1
NM_001078171	1.22	0.104	51325.47	8933	Homo sapiens	family with sequence similarity 127 member A(FAM127A)	FAM127A
NM_001078172	0.17	0.799	29364.42	26071	Homo sapiens	family with sequence similarity 127 member B(FAM127B)	FAM127B
NM_001078174	0.69	0.503	8111.65	2030	Homo sapiens	solute carrier family 29 member 1 (Augustine blood group)(SLC29A1)	SLC29A1
NM_001078176	0.8	0.499	21504.6	2030	Homo sapiens	solute carrier family 29 member 1 (Augustine blood group)(SLC29A1)	SLC29A1
NM_001078177	0.05	0.967	4910.11	2030	Homo sapiens	solute carrier family 29 member 1 (Augustine blood group)(SLC29A1)	SLC29A1
NM_001078645	0.69	0.115	16867.36	8881	Homo sapiens	cell division cycle 16(CDC16)	CDC16
NM_001079512	5.83	0.347	56.81	780776	Homo sapiens	trans-golgi network vesicle protein 23 homolog A(TVP23A)	TVP23A
NM_001079518	1.04	0.075	2822.52	9862	Homo sapiens	mediator complex subunit 24(MED24)	MED24
NM_001079520	5.68	0.0656	553.54	51339	Homo sapiens	dishevelled binding antagonist of beta catenin 1(DACT1)	DACT1
NM_001079521	0.6	0.502	6539.45	3895	Homo sapiens	kinectin 1(KTN1)	KTN1
NM_001079533	2.35	0.397	146.12	64506	Homo sapiens	cytoplasmic polyadenylation element binding protein 1(CPEB1)	CPEB1
NM_001079534	2.54	0.342	170.13	64506	Homo sapiens	cytoplasmic polyadenylation element binding protein 1(CPEB1)	CPEB1
NM_001079535	1.16	0.481	120.51	64506	Homo sapiens	cytoplasmic polyadenylation element binding protein 1(CPEB1)	CPEB1
NM_001079559	0.1	0.709	78669.1	221092	Homo sapiens	heterogeneous nuclear ribonucleoprotein U like 2(HNRNPUL2)	HNRNPUL2
NM_001079668	3.1	0.332	8.6	7080	Homo sapiens	NK2 homeobox 1(NKX2-1)	NKX2-1
NM_001079673	0.86	0.075	24070.03	22862	Homo sapiens	fibronectin type III domain containing 3A(FNDC3A)	FNDC3A
NM_001079684	0.65	0.228	17797.01	57179	Homo sapiens	KIAA1191(KIAA1191)	KIAA1191
NM_001079691	0.27	0.813	594.64	90634	Homo sapiens	NEDD4 binding protein 2 like 1(N4BP2L1)	N4BP2L1
NM_001079810	9.47	0.29	236.63	129446	Homo sapiens	xin actin binding repeat containing 2(XIRP2)	XIRP2
NM_001079818	2.09	0.055	44225.46	3655	Homo sapiens	integrin subunit alpha 6(ITGA6)	ITGA6
NM_001079821	6.68	0.341	104.55	114548	Homo sapiens	NLR family pyrin domain containing 3(NLRP3)	NLRP3
NM_001079823	7.78	0.0951	3590.83	3908	Homo sapiens	laminin subunit alpha 2(LAMA2)	LAMA2
NM_001079839	0.36	0.225	23984	54940	Homo sapiens	OCIA domain containing 1(OCIAD1)	OCIAD1
NM_001079840	0.39	0.24	85.54	54940	Homo sapiens	OCIA domain containing 1(OCIAD1)	OCIAD1
NM_001079842	0.02	0.959	108.73	54940	Homo sapiens	OCIA domain containing 1(OCIAD1)	OCIAD1
NM_001079858	0.99	0.571	198.86	10149	Homo sapiens	adhesion G protein-coupled receptor G2(ADGRG2)	ADGRG2
NM_001079859	0.22	0.886	124.42	10149	Homo sapiens	adhesion G protein-coupled receptor G2(ADGRG2)	ADGRG2
NM_001079860	0.44	0.79	211.95	10149	Homo sapiens	adhesion G protein-coupled receptor G2(ADGRG2)	ADGRG2
NM_001079862	1.83	0.0724	2746.88	1622	Homo sapiens	diazepam binding inhibitor, acyl-CoA binding protein(DBI)	DBI
NM_001079863	1.74	0.42	354.23	1622	Homo sapiens	diazepam binding inhibitor, acyl-CoA binding protein(DBI)	DBI
NM_001079872	0.61	0.339	91773.89	8450	Homo sapiens	cullin 4B(CUL4B)	CUL4B
NM_001079878	3.51	0.329	36.52	1261	Homo sapiens	cyclic nucleotide gated channel alpha 3(CNGA3)	CNGA3
NM_001079881	0.07	0.874	3365.96	25865	Homo sapiens	protein kinase D2(PRKD2)	prkd2
NM_001079935	0.29	0.618	50.84	26648	Homo sapiens	olfactory receptor family 7 subfamily E member 24(OR7E24)	OR7E24
NM_001080140	0.88	0.699	0.55	653282	Homo sapiens	cancer/testis antigen family 47, member A7(CT47A7)	CT47A7
NM_001080156	4.39	0.324	133.65	64333	Homo sapiens	Rho GTPase activating protein 9(ARHGAP9)	ARHGAP9
NM_001080157	5.38	0.151	85.52	64333	Homo sapiens	Rho GTPase activating protein 9(ARHGAP9)	ARHGAP9
NM_001080209	5.41	0.28	42.49	645369	Homo sapiens	transmembrane protein 200C(TMEM200C)	tmem200c
NM_001080378	2.07	0.224	43.99	135138	Homo sapiens	PARK2 coregulated(PACRG)	PACRG
NM_001080379	5.05	0.262	129.29	135138	Homo sapiens	PARK2 coregulated(PACRG)	PACRG
NM_001080383	1.67	0.319	5422.76	10052	Homo sapiens	gap junction protein gamma 1(GJC1)	GJC1
NM_001080391	0.17	0.865	1006.51	6672	Homo sapiens	SP100 nuclear antigen(SP100)	SP100
NM_001080396	1.18	0.326	7099.93	728215	Homo sapiens	family with sequence similarity 155 member A(FAM155A)	FAM155A
NM_001080402	0.15	0.686	1923.48	729440	Homo sapiens	coiled-coil domain containing 61(CCDC61)	CCDC61
NM_001080404	0.31	0.71	500.03	729747	Homo sapiens	zinc finger protein 878(ZNF878)	ZNF878
NM_001080407	0.38	0.594	40.71	112937	Homo sapiens	galactosidase beta 1 like 3(GLB1L3)	GLB1L3
NM_001080412	1.08	0.164	27563.46	253461	Homo sapiens	zinc finger and BTB domain containing 38(ZBTB38)	ZBTB38
NM_001080415	0.17	0.774	31278.72	23350	Homo sapiens	U2 snRNP associated SURP domain containing(U2SURP)	U2SURP
NM_001080416	0.67	0.508	21862.83	4603	Homo sapiens	MYB proto-oncogene like 1(MYBL1)	MYBL1
NM_001080420	0.69	0.339	5374.96	85358	Homo sapiens	SH3 and multiple ankyrin repeat domains 3(SHANK3)	SHANK3
NM_001080423	1.9	0.491	20.45	80852	Homo sapiens	glutamate receptor interacting protein 2(GRIP2)	GRIP2
NM_001080431	0.09	0.694	137.78	57210	Homo sapiens	solute carrier family 45 member 4(SLC45A4)	SLC45A4
NM_001080432	0.41	0.102	44095.63	79068	Homo sapiens	FTO, alpha-ketoglutarate dependent dioxygenase(FTO)	FTO
NM_001080436	2.09	0.103	7406.69	126374	Homo sapiens	Wilms tumor 1 interacting protein(WTIP)	WTIP
NM_001080437	0.11	0.933	6371.41	25992	Homo sapiens	sushi, nidogen and EGF like domains 1(SNED1)	sned1
NM_001080443	0.63	0.37	2278.96	146909	Homo sapiens	kinesin family member 18B(KIF18B)	KIF18B
NM_001080449	0.47	0.471	12590.54	1763	Homo sapiens	DNA replication helicase/nuclease 2(DNA2)	DNA2
NM_001080450	0.2	0.725	12884.56	57673	Homo sapiens	BEN domain containing 3(BEND3)	BEND3
NM_001080454	2.75	0.203	42.32	341392	Homo sapiens	acyl-CoA synthetase medium-chain family member 4(ACSM4)	ACSM4
NM_001080455	2.5	0.184	8.53	341880	Homo sapiens	solute carrier family 35 member F4(SLC35F4)	slc35f4
NM_001080456	0	0.999	42.62	342933	Homo sapiens	zinc finger and SCAN domain containing 5B(ZSCAN5B)	ZSCAN5B
NM_001080463	0.35	0.367	2023.05	79659	Homo sapiens	dynein cytoplasmic 2 heavy chain 1(DYNC2H1)	DYNC2H1
NM_001080465	0.02	0.99	6.34	388381	Homo sapiens	chromosome 17 open reading frame 98(C17orf98)	c17orf98
NM_001080471	4.32	0.322	2832.03	375033	Homo sapiens	platelet endothelial aggregation receptor 1(PEAR1)	PEAR1
NM_001080475	0.11	0.834	7671.54	389072	Homo sapiens	pleckstrin homology domain containing M3(PLEKHM3)	PLEKHM3
NM_001080479	2.28	0.0554	11714.87	64283	Homo sapiens	Rho guanine nucleotide exchange factor 28(ARHGEF28)	ARHGEF28
NM_001080481	0.45	0.445	5887.72	85015	Homo sapiens	ubiquitin specific peptidase 45(USP45)	USP45
NM_001080485	0.44	0.274	15576.28	10838	Homo sapiens	zinc finger protein 275(ZNF275)	ZNF275
NM_001080488	1.02	0.539	11.4	390874	Homo sapiens	one cut homeobox 3(ONECUT3)	ONECUT3
NM_001080496	0.16	0.745	2794.16	9827	Homo sapiens	RGP1 homolog, RAB6A GEF complex partner 1(RGP1)	RGP1
NM_001080497	0.01	0.966	736.93	1955	Homo sapiens	multiple EGF like domains 9(MEGF9)	MEGF9
NM_001080504	0.04	0.954	161.11	375316	Homo sapiens	RNA binding motif protein 44(RBM44)	RBM44
NM_001080505	6.28	0.154	1801.11	152573	Homo sapiens	shisa family member 3(SHISA3)	SHISA3
NM_001080508	8.81	0.124	24265.3	9096	Homo sapiens	T-box 18(TBX18)	TBX18
NM_001080512	9.35	0.116	13688.22	80114	Homo sapiens	BicC family RNA binding protein 1(BICC1)	BICC1
NM_001080520	4.15	0.277	17.75	644168	Homo sapiens	dorsal root ganglia homeobox(DRGX)	DRGX
NM_001080522	1.05	0.336	893.59	57545	Homo sapiens	coiled-coil and C2 domain containing 2A(CC2D2A)	CC2D2A
NM_001080523	0.18	0.783	19.43	645432	Homo sapiens	arrestin domain containing 5(ARRDC5)	ARRDC5
NM_001080527	6.82	0.28	413.83	4648	Homo sapiens	myosin VIIB(MYO7B)	MYO7B
NM_001080534	0.67	0.737	29.7	440279	Homo sapiens	unc-13 homolog C(UNC13C)	UNC13C
NM_001080538	0.4	0.802	29.96	441282	Homo sapiens	aldo-keto reductase family 1 member B15(AKR1B15)	AKR1B15
NM_001080539	1.89	0.165	465.52	284992	Homo sapiens	coiled-coil domain containing 150(CCDC150)	CCDC150
NM_001080542	0.36	0.509	5479.05	85302	Homo sapiens	Fas binding factor 1(FBF1)	FBF1
NM_001080543	0.07	0.916	6015.2	58509	Homo sapiens	cactin, spliceosome C complex subunit(CACTIN)	CACTIN
NM_001080545	0.62	0.768	42.93	151242	Homo sapiens	protein phosphatase 1 regulatory inhibitor subunit 1C(PPP1R1C)	PPP1R1C
NM_001080546	0.01	0.991	1824.71	219854	Homo sapiens	transmembrane protein 218(TMEM218)	TMEM218
NM_001080551	2.76	0.405	260.73	158401	Homo sapiens	chromosome 9 open reading frame 84(C9orf84)	C9orf84
NM_001080554	4.24	0.213	46.35	83445	Homo sapiens	germ cell associated 1(GSG1)	GSG1
NM_001080555	3.31	0.222	31.72	83445	Homo sapiens	germ cell associated 1(GSG1)	GSG1
NM_001080744	0.35	0.839	271.74	1608	Homo sapiens	diacylglycerol kinase gamma(DGKG)	DGKG
NM_001080745	0.71	0.663	296.25	1608	Homo sapiens	diacylglycerol kinase gamma(DGKG)	DGKG
NM_001080770	3.45	0.347	10.92	3805	Homo sapiens	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4(KIR2DL4)	KIR2DL4
NM_001080837	10.89	0.347	37.98	645832	Homo sapiens	SEBOX homeobox(SEBOX)	SEBOX
NM_001080855	0.88	0.305	12198.76	5829	Homo sapiens	paxillin(PXN)	PXN
NM_001080950	0.55	0.408	47443.9	4641	Homo sapiens	myosin IC(MYO1C)	MYO1C
NM_001080951	6.17	0.202	1145.19	5325	Homo sapiens	PLAG1 like zinc finger 1(PLAGL1)	PLAGL1
NM_001080952	5.52	0.106	1001.23	5325	Homo sapiens	PLAG1 like zinc finger 1(PLAGL1)	PLAGL1
NM_001080953	4.1	0.0943	391.35	5325	Homo sapiens	PLAG1 like zinc finger 1(PLAGL1)	PLAGL1
NM_001080954	4.62	0.0994	644.98	5325	Homo sapiens	PLAG1 like zinc finger 1(PLAGL1)	PLAGL1
NM_001080955	4.25	0.077	277.22	5325	Homo sapiens	PLAG1 like zinc finger 1(PLAGL1)	PLAGL1
NM_001080956	6.82	0.059	1336.77	5325	Homo sapiens	PLAG1 like zinc finger 1(PLAGL1)	PLAGL1
NM_001080976	2.72	0.112	7434.81	29940	Homo sapiens	dermatan sulfate epimerase(DSE)	DSE
NM_001080997	2.38	0.38	141.56	83546	Homo sapiens	retbindin(RTBDN)	RTBDN
NM_001080998	0.68	0.647	3.49	441581	Homo sapiens	FSHD region gene 2 family member B(FRG2B)	FRG2B
NM_001081	3.6	0.0654	365.49	8029	Homo sapiens	cubilin(CUBN)	CUBN
NM_001081450	0.18	0.933	7.31	11025	Homo sapiens	leukocyte immunoglobulin like receptor B3(LILRB3)	LILRB3
NM_001081461	0.15	0.789	3802.55	23210	Homo sapiens	arginine demethylase and lysine hydroxylase(JMJD6)	JMJD6
NM_001081472	0.43	0.212	191.63	100505741	Homo sapiens	spermatogenesis associated 1(SPATA1)	SPATA1
NM_001081573	3.71	0.211	93.88	139716	Homo sapiens	GRB2 associated binding protein 3(GAB3)	GAB3
NM_001081640	1.38	0.0853	154408.82	5591	Homo sapiens	protein kinase, DNA-activated, catalytic polypeptide(PRKDC)	PRKDC
NM_001081675	2	0.435	1609.65	340359	Homo sapiens	kelch like family member 38(KLHL38)	KLHL38
NM_001081676	8	0.264	739.39	6328	Homo sapiens	sodium voltage-gated channel alpha subunit 3(SCN3A)	SCN3A
NM_001081677	9.38	0.322	1945.48	6328	Homo sapiens	sodium voltage-gated channel alpha subunit 3(SCN3A)	SCN3A
NM_001081955	2.35	0.385	93.7	8787	Homo sapiens	regulator of G-protein signaling 9(RGS9)	RGS9
NM_001082486	0.06	0.898	5400.31	65057	Homo sapiens	adrenocortical dysplasia homolog(ACD)	ACD
NM_001082575	1.7	0.285	444.5	146713	Homo sapiens	RNA binding protein, fox-1 homolog 3(RBFOX3)	RBFOX3
NM_001082576	1.57	0.123	4220.82	23543	Homo sapiens	RNA binding protein, fox-1 homolog 2(RBFOX2)	RBFOX2
NM_001082579	0.84	0.141	31482.74	23543	Homo sapiens	RNA binding protein, fox-1 homolog 2(RBFOX2)	RBFOX2
NM_001082618	7.34	0.139	211.67	945	Homo sapiens	CD33 molecule(CD33)	CD33
NM_001082959	0.42	0.599	12019.41	949	Homo sapiens	scavenger receptor class B member 1(SCARB1)	SCARB1
NM_001083	0.07	0.942	4662.25	8654	Homo sapiens	phosphodiesterase 5A(PDE5A)	PDE5A
