From_left	Log2Ratio	p_value	MaxRPKM	ID	Species	GeneName	Symbol
NM_001146257	2.17	0.364	73.98	158866	Homo sapiens	zinc finger DHHC-type containing 15(ZDHHC15)	ZDHHC15
NM_001146261	4.81	0.122	358.66	255928	Homo sapiens	synaptotagmin 14(SYT14)	SYT14
NM_001146262	4.92	0.08	272.11	255928	Homo sapiens	synaptotagmin 14(SYT14)	SYT14
NM_001146264	6.68	0.125	1299.02	255928	Homo sapiens	synaptotagmin 14(SYT14)	SYT14
NM_001146274	1.32	0.149	3739.89	6934	Homo sapiens	transcription factor 7 like 2(TCF7L2)	TCF7L2
NM_001146276	1.9	0.14	5653.57	57552	Homo sapiens	neutral cholesterol ester hydrolase 1(NCEH1)	NCEH1
NM_001146312	6.78	0.346	1984.79	93649	Homo sapiens	myocardin(MYOCD)	MYOCD
NM_001146313	7.39	0.343	308.52	93649	Homo sapiens	myocardin(MYOCD)	MYOCD
NM_001146334	2.3	0.111	1788.38	23148	Homo sapiens	NAC alpha domain containing(NACAD)	NACAD
NM_001146336	1.32	0.347	2.5	283953	Homo sapiens	transmembrane protein 114(TMEM114)	TMEM114
NM_001146344	4.98	0.192	13.83	440560	Homo sapiens	PRAME family member 11(PRAMEF11)	PRAMEF11
NM_001146686	1.03	0.658	5.1	647309	Homo sapiens	geminin coiled-coil domain containing(GMNC)	GMNC
NM_001146706	1.1	0.189	2.15	8284	Homo sapiens	lysine demethylase 5D(KDM5D)	KDM5D
NM_001148	3.9	0.0547	1528.07	287	Homo sapiens	ankyrin 2(ANK2)	ANK2
NM_001150	9.17	0.111	576937.22	290	Homo sapiens	alanyl aminopeptidase, membrane(ANPEP)	ANPEP
NM_001155	1.73	0.276	1937.25	309	Homo sapiens	annexin A6(ANXA6)	ANXA6
NM_001159	7.82	0.15	8016.29	316	Homo sapiens	aldehyde oxidase 1(AOX1)	AOX1
NM_001159397	1.78	0.368	1.62	115350	Homo sapiens	Fc receptor like 1(FCRL1)	FCRL1
NM_001159398	1.79	0.369	1.66	115350	Homo sapiens	Fc receptor like 1(FCRL1)	FCRL1
NM_001159542	1.28	0.538	424.24	5462	Homo sapiens	POU class 5 homeobox 1B(POU5F1B)	POU5F1B
NM_001159547	4.37	0.166	102.66	389206	Homo sapiens	BEN domain containing 4(BEND4)	BEND4
NM_001159587	1.33	0.0572	1929.66	135228	Homo sapiens	CD109 molecule(CD109)	CD109
NM_001159677	1.31	0.0693	99310.03	10492	Homo sapiens	synaptotagmin binding cytoplasmic RNA interacting protein(SYNCRIP)	SYNCRIP
NM_001159699	8.11	0.343	79599.71	2273	Homo sapiens	four and a half LIM domains 1(FHL1)	FHL1
NM_001159700	2.4	0.0513	1655.12	2273	Homo sapiens	four and a half LIM domains 1(FHL1)	FHL1
NM_001159701	2.88	0.0872	1635	2273	Homo sapiens	four and a half LIM domains 1(FHL1)	FHL1
NM_001159702	4.25	0.0827	1102.66	2273	Homo sapiens	four and a half LIM domains 1(FHL1)	FHL1
NM_001159703	6.69	0.22	5773.52	2273	Homo sapiens	four and a half LIM domains 1(FHL1)	FHL1
NM_001159704	4.63	0.13	764.91	2273	Homo sapiens	four and a half LIM domains 1(FHL1)	FHL1
NM_001159707	1.49	0.347	0.36	79908	Homo sapiens	butyrophilin like 8(BTNL8)	btnl8
NM_001159708	1.4	0.347	0.38	79908	Homo sapiens	butyrophilin like 8(BTNL8)	btnl8
NM_001159709	1.45	0.347	0.37	79908	Homo sapiens	butyrophilin like 8(BTNL8)	btnl8
NM_001159710	1.62	0.347	0.33	79908	Homo sapiens	butyrophilin like 8(BTNL8)	btnl8
NM_001159740	2.61	0.114	26.64	4049	Homo sapiens	lymphotoxin alpha(LTA)	LTA
NM_001159746	1.76	0.432	2673.98	29	Homo sapiens	active BCR-related(ABR)	ABR
NM_001159747	6.5	0.328	25.53	387707	Homo sapiens	coiled-coil and C2 domain containing 2B(CC2D2B)	CC2D2B
NM_001159749	1.59	0.113	6460.07	55781	Homo sapiens	RIO kinase 2(RIOK2)	RIOK2
NM_001159996	3.28	0.0517	1160.54	3084	Homo sapiens	neuregulin 1(NRG1)	NRG1
NM_001160002	2.29	0.068	1331.16	3084	Homo sapiens	neuregulin 1(NRG1)	NRG1
NM_001160004	3.25	0.068	2313.1	3084	Homo sapiens	neuregulin 1(NRG1)	NRG1
NM_001160011	8.61	0.129	516.47	256435	Homo sapiens	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3(ST6GALNAC3)	ST6GALNAC3
NM_001160037	1.42	0.123	6587.81	23221	Homo sapiens	Rho related BTB domain containing 2(RHOBTB2)	RHOBTB2
NM_001160045	9.33	0.239	1127.1	2735	Homo sapiens	GLI family zinc finger 1(GLI1)	GLI1
NM_001160046	1.09	0.0842	11949.55	151246	Homo sapiens	shugoshin 2(SGO2)	SGO2
NM_001160100	1.96	0.31	89.91	9071	Homo sapiens	claudin 10(CLDN10)	CLDN10
NM_001160116	1.51	0.142	581.25	123207	Homo sapiens	chromosome 15 open reading frame 40(C15orf40)	C15orf40
NM_001160124	1.6	0.0854	8178.9	1316	Homo sapiens	Kruppel like factor 6(KLF6)	KLF6
NM_001160132	1.97	0.245	2483.34	56479	Homo sapiens	potassium voltage-gated channel subfamily Q member 5(KCNQ5)	KCNQ5
NM_001160160	6.93	0.318	518.4	6331	Homo sapiens	sodium voltage-gated channel alpha subunit 5(SCN5A)	SCN5A
NM_001160161	9.01	0.347	3799.75	6331	Homo sapiens	sodium voltage-gated channel alpha subunit 5(SCN5A)	SCN5A
NM_001160168	3.64	0.0981	651.75	79899	Homo sapiens	proline rich 5 like(PRR5L)	PRR5L
NM_001160227	2.14	0.14	1894.37	80208	Homo sapiens	spastic paraplegia 11 (autosomal recessive)(SPG11)	SPG11
NM_001160233	1.34	0.125	2545.15	476	Homo sapiens	ATPase Na+/K+ transporting subunit alpha 1(ATP1A1)	ATP1A1
NM_001160355	5.91	0.219	3512.35	54742	Homo sapiens	lymphocyte antigen 6 complex, locus K(LY6K)	Ly6k
NM_001160364	1.06	0.339	2997.19	79905	Homo sapiens	transmembrane channel like 7(TMC7)	TMC7
NM_001160408	2.3	0.321	824.28	7289	Homo sapiens	tubby like protein 3(TULP3)	TULP3
NM_001160418	1.06	0.211	2.24	81030	Homo sapiens	Z-DNA binding protein 1(ZBP1)	ZBP1
NM_001160419	2.73	0.347	0.15	81030	Homo sapiens	Z-DNA binding protein 1(ZBP1)	ZBP1
NM_001161342	1.72	0.0893	184.95	134285	Homo sapiens	transmembrane protein 171(TMEM171)	TMEM171
NM_001161403	8.61	0.309	6113.16	55679	Homo sapiens	LIM zinc finger domain containing 2(LIMS2)	LIMS2
NM_001161404	8.34	0.193	1470.04	55679	Homo sapiens	LIM zinc finger domain containing 2(LIMS2)	LIMS2
NM_001161415	3.59	0.0726	263.25	2840	Homo sapiens	G protein-coupled receptor 17(GPR17)	gpr17
NM_001161416	4.44	0.106	437.67	2840	Homo sapiens	G protein-coupled receptor 17(GPR17)	gpr17
NM_001161440	2.59	0.104	616.16	5794	Homo sapiens	protein tyrosine phosphatase, receptor type H(PTPRH)	PTPRH
NM_001161530	2.37	0.296	2.74	1438	Homo sapiens	colony stimulating factor 2 receptor alpha subunit(CSF2RA)	CSF2RA
NM_001161560	1.79	0.204	688.82	23043	Homo sapiens	TRAF2 and NCK interacting kinase(TNIK)	TNIK
NM_001161563	2.03	0.198	757.46	23043	Homo sapiens	TRAF2 and NCK interacting kinase(TNIK)	TNIK
NM_001161572	3.87	0.123	16950.91	23764	Homo sapiens	MAF bZIP transcription factor F(MAFF)	MAFF
NM_001161573	3.72	0.103	3098.91	23764	Homo sapiens	MAF bZIP transcription factor F(MAFF)	MAFF
NM_001161574	4.28	0.22	17470.59	23764	Homo sapiens	MAF bZIP transcription factor F(MAFF)	MAFF
NM_001161586	2.63	0.306	802.47	10873	Homo sapiens	malic enzyme 3(ME3)	ME3
NM_001161706	1.08	0.122	1148.6	2395	Homo sapiens	frataxin(FXN)	FXN
NM_001161707	7	0.339	287.38	84623	Homo sapiens	kin of IRRE like 3 (Drosophila)(KIRREL3)	KIRREL3
NM_001161708	1.76	0.235	25421.81	81493	Homo sapiens	syncoilin, intermediate filament protein(SYNC)	SYNC
NM_001161778	3.44	0.169	5602.4	54704	Homo sapiens	pyruvate dehyrogenase phosphatase catalytic subunit 1(PDP1)	PDP1
NM_001161779	2.67	0.354	4676.7	54704	Homo sapiens	pyruvate dehyrogenase phosphatase catalytic subunit 1(PDP1)	PDP1
NM_001161780	2.48	0.331	6344.44	54704	Homo sapiens	pyruvate dehyrogenase phosphatase catalytic subunit 1(PDP1)	PDP1
NM_001161781	2.05	0.0955	27318.06	54704	Homo sapiens	pyruvate dehyrogenase phosphatase catalytic subunit 1(PDP1)	PDP1
NM_001162383	1.07	0.106	30870.14	9181	Homo sapiens	Rho/Rac guanine nucleotide exchange factor 2(ARHGEF2)	ARHGEF2
NM_001162422	5.92	0.124	2298.67	2113	Homo sapiens	ETS proto-oncogene 1, transcription factor(ETS1)	ETS1
NM_001162498	1.22	0.386	2996.56	10161	Homo sapiens	lysophosphatidic acid receptor 6(LPAR6)	lpar6
NM_001162499	1.33	0.315	1702.25	23066	Homo sapiens	cullin associated and neddylation dissociated 2 (putative)(CAND2)	CAND2
NM_001162900	1.86	0.105	710.41	221468	Homo sapiens	transmembrane protein 217(TMEM217)	TMEM217
NM_001162916	1.3	0.185	1941.1	127253	Homo sapiens	tRNA-yW synthesizing protein 3 homolog(TYW3)	TYW3
NM_001162951	1.67	0.329	1849.61	54843	Homo sapiens	synaptotagmin like 2(SYTL2)	SYTL2
NM_001162953	1.45	0.374	1611.29	54843	Homo sapiens	synaptotagmin like 2(SYTL2)	SYTL2
NM_001163075	2.12	0.334	32.14	100141515	Homo sapiens	chromosome 17 open reading frame 99(C17orf99)	C17orf99
NM_001163147	4.77	0.0698	4050.65	2115	Homo sapiens	ETS variant 1(ETV1)	ETV1
NM_001163149	3.75	0.125	891.97	2115	Homo sapiens	ETS variant 1(ETV1)	ETV1
NM_001163150	6.4	0.0865	3527.91	2115	Homo sapiens	ETS variant 1(ETV1)	ETV1
NM_001163151	5.88	0.128	2921.19	2115	Homo sapiens	ETS variant 1(ETV1)	ETV1
NM_001163152	5.1	0.229	679.1	2115	Homo sapiens	ETS variant 1(ETV1)	ETV1
NM_001163322	2.17	0.4	388.46	90060	Homo sapiens	coiled-coil domain containing 120(CCDC120)	CCDC120
NM_001163377	1.56	0.0553	612.6	54814	Homo sapiens	glutaminyl-peptide cyclotransferase like(QPCTL)	QPCTL
NM_001163391	2.88	0.113	1964.87	9753	Homo sapiens	zinc finger and SCAN domain containing 12(ZSCAN12)	ZSCAN12
NM_001163438	4.18	0.189	5844.61	644538	Homo sapiens	small integral membrane protein 10(SMIM10)	SMIM10
NM_001163446	1.99	0.201	3015.07	51200	Homo sapiens	carboxypeptidase A4(CPA4)	CPA4
NM_001163523	6.47	0.188	88.5	150771	Homo sapiens	inositol 1,4,5-trisphosphate receptor interacting protein-like 1(ITPRIPL1)	ITPRIPL1
NM_001163524	5.78	0.146	55.11	150771	Homo sapiens	inositol 1,4,5-trisphosphate receptor interacting protein-like 1(ITPRIPL1)	ITPRIPL1
NM_001163560	1.37	0.583	872.66	254528	Homo sapiens	meiosis specific with OB domains(MEIOB)	MEIOB
NM_001163561	1.43	0.572	8.24	285051	Homo sapiens	chromosome 2 open reading frame 61(C2orf61)	c2orf61
NM_001163677	1.02	0.0842	57.19	27094	Homo sapiens	potassium calcium-activated channel subfamily M regulatory beta subunit 3(KCNMB3)	KCNMB3
NM_001163771	2.08	0.376	67.17	1302	Homo sapiens	collagen type XI alpha 2 chain(COL11A2)	COL11A2
NM_001163811	1.93	0.107	795.38	124997	Homo sapiens	WD repeat domain 81(WDR81)	WDR81
NM_001163940	1.13	0.32	4559.61	5836	Homo sapiens	phosphorylase, glycogen, liver(PYGL)	PYGL
NM_001164	2.45	0.147	2258.83	322	Homo sapiens	amyloid beta precursor protein binding family B member 1(APBB1)	APBB1
NM_001164000	3.21	0.164	4051.67	2122	Homo sapiens	MDS1 and EVI1 complex locus(MECOM)	MECOM
NM_001164097	9.76	0.296	108125.17	1462	Homo sapiens	versican(VCAN)	VCAN
NM_001164098	4.64	0.0729	3518.68	1462	Homo sapiens	versican(VCAN)	VCAN
NM_001164106	1.07	0.347	0.48	54456	Homo sapiens	Mov10 RISC complex RNA helicase like 1(MOV10L1)	MOV10L1
NM_001164115	2.31	0.402	21.45	57091	Homo sapiens	Cas scaffolding protein family member 4(CASS4)	cass4
NM_001164164	2.25	0.161	1557.27	55291	Homo sapiens	protein phosphatase 6 regulatory subunit 3(PPP6R3)	PPP6R3
NM_001164238	2.01	0.347	0.25	22829	Homo sapiens	neuroligin 4, Y-linked(NLGN4Y)	NLGN4Y
NM_001164319	1.25	0.23	237174.92	2317	Homo sapiens	filamin B(FLNB)	FLNB
NM_001166	1.03	0.0861	64861.29	329	Homo sapiens	baculoviral IAP repeat containing 2(BIRC2)	BIRC2
NM_001168	1.4	0.0826	29863.03	332	Homo sapiens	baculoviral IAP repeat containing 5(BIRC5)	BIRC5
NM_001192	1.51	0.514	6.56	608	Homo sapiens	TNF receptor superfamily member 17(TNFRSF17)	TNFRSF17
NM_001199	2.94	0.144	4293.9	649	Homo sapiens	bone morphogenetic protein 1(BMP1)	BMP1
NM_001200	3.67	0.22	5144.63	650	Homo sapiens	bone morphogenetic protein 2(BMP2)	BMP2
NM_001201	1.2	0.237	319.47	651	Homo sapiens	bone morphogenetic protein 3(BMP3)	BMP3
NM_001202	1.31	0.513	14289.68	652	Homo sapiens	bone morphogenetic protein 4(BMP4)	BMP4
NM_001212	1.45	0.0709	63214.77	708	Homo sapiens	complement C1q binding protein(C1QBP)	C1QBP
NM_001215	3.33	0.235	12.57	765	Homo sapiens	carbonic anhydrase 6(CA6)	ca6
NM_001219	2.54	0.139	578404.83	813	Homo sapiens	calumenin(CALU)	CALU
NM_001221	2.86	0.0681	8301.87	817	Homo sapiens	calcium/calmodulin dependent protein kinase II delta(CAMK2D)	CAMK2D
NM_001223	5.82	0.335	453.19	834	Homo sapiens	caspase 1(CASP1)	CASP1
NM_001225	1.76	0.0679	4932.07	837	Homo sapiens	caspase 4(CASP4)	CASP4
NM_001230	2.87	0.208	601.34	843	Homo sapiens	caspase 10(CASP10)	CASP10
NM_001233	4.94	0.0816	50337.21	858	Homo sapiens	caveolin 2(CAV2)	CAV2
NM_001234	1.77	0.128	11.75	859	Homo sapiens	caveolin 3(CAV3)	CAV3
NM_001235	3.49	0.151	649772.94	871	Homo sapiens	serpin family H member 1(SERPINH1)	SERPINH1
NM_001237	1.01	0.096	67742.71	890	Homo sapiens	cyclin A2(CCNA2)	CCNA2
NM_001243	3.03	0.138	39.37	943	Homo sapiens	TNF receptor superfamily member 8(TNFRSF8)	TNFRSF8
NM_001244	3.34	0.236	10.12	944	Homo sapiens	tumor necrosis factor superfamily member 8(TNFSF8)	TNFSF8
NM_001250	2.42	0.283	167.64	958	Homo sapiens	CD40 molecule(CD40)	CD40
NM_001252	9.21	0.236	14783.06	970	Homo sapiens	CD70 molecule(CD70)	CD70
NM_001254	1.35	0.169	42730.62	990	Homo sapiens	cell division cycle 6(CDC6)	CDC6
NM_001257	8.57	0.219	148999.25	1012	Homo sapiens	cadherin 13(CDH13)	CDH13
NM_001262	1.46	0.16	40518.07	1031	Homo sapiens	cyclin dependent kinase inhibitor 2C(CDKN2C)	CDKN2C
NM_001268	3.02	0.109	2009.82	1102	Homo sapiens	RCC1 and BTB domain containing protein 2(RCBTB2)	RCBTB2
NM_001274	2.35	0.163	4588.66	1111	Homo sapiens	checkpoint kinase 1(CHEK1)	CHEK1
NM_001276	5.84	0.352	1574.08	1116	Homo sapiens	chitinase 3 like 1(CHI3L1)	CHI3L1
NM_001285	2.33	0.196	5.01	1179	Homo sapiens	chloride channel accessory 1(CLCA1)	CLCA1
NM_001290	6.42	0.317	414.86	9079	Homo sapiens	LIM domain binding 2(LDB2)	LDB2
NM_001298	3.16	0.346	37.12	1261	Homo sapiens	cyclic nucleotide gated channel alpha 3(CNGA3)	CNGA3
NM_001299	13.75	0.337	13300.48	1264	Homo sapiens	calponin 1(CNN1)	CNN1
NM_001308	1.22	0.347	2.33	1369	Homo sapiens	carboxypeptidase N subunit 1(CPN1)	CPN1
NM_001335	1.26	0.281	94.65	1521	Homo sapiens	cathepsin W(CTSW)	CTSW
NM_001353	1.48	0.404	2552.17	1645	Homo sapiens	aldo-keto reductase family 1 member C1(AKR1C1)	AKR1C1
NM_001354	2.37	0.393	576.13	1646	Homo sapiens	aldo-keto reductase family 1 member C2(AKR1C2)	AKR1C2
NM_001362	2.34	0.442	1063.53	1735	Homo sapiens	deiodinase, iodothyronine type III(DIO3)	DIO3
NM_001379	1.23	0.147	57189.69	1786	Homo sapiens	DNA methyltransferase 1(DNMT1)	DNMT1
NM_001387	6.12	0.324	13568.82	1809	Homo sapiens	dihydropyrimidinase like 3(DPYSL3)	DPYSL3
NM_001393	3.49	0.0566	191.52	1842	Homo sapiens	extracellular matrix protein 2(ECM2)	ECM2
NM_001400	10.67	0.0952	6419.43	1901	Homo sapiens	sphingosine-1-phosphate receptor 1(S1PR1)	S1PR1
NM_001401	1.44	0.168	1486.77	1902	Homo sapiens	lysophosphatidic acid receptor 1(LPAR1)	LPAR1
NM_001409	1.07	0.519	22263.95	1953	Homo sapiens	multiple EGF like domains 6(MEGF6)	MEGF6
NM_001428	1.47	0.214	16470.93	2023	Homo sapiens	enolase 1(ENO1)	ENO1
NM_001430	1.5	0.0863	84193.24	2034	Homo sapiens	endothelial PAS domain protein 1(EPAS1)	EPAS1
NM_001432	7.53	0.0548	48589.77	2069	Homo sapiens	epiregulin(EREG)	EREG
NM_001442	8.18	0.236	290.8	2167	Homo sapiens	fatty acid binding protein 4(FABP4)	FABP4
NM_001450	2.49	0.118	28121.08	2274	Homo sapiens	four and a half LIM domains 2(FHL2)	FHL2
NM_001452	6.67	0.115	9664.98	2295	Homo sapiens	forkhead box F2(FOXF2)	FOXF2
NM_001453	2.79	0.0827	41865.9	2296	Homo sapiens	forkhead box C1(FOXC1)	FOXC1
NM_001458	7.61	0.159	86024.93	2318	Homo sapiens	filamin C(FLNC)	FLNC
NM_001462	2.05	0.482	3.41	2358	Homo sapiens	formyl peptide receptor 2(FPR2)	FPR2
NM_001465	1.62	0.489	173.43	2533	Homo sapiens	FYN binding protein(FYB)	FYB
NM_001466	2.12	0.0751	39530.68	2535	Homo sapiens	frizzled class receptor 2(FZD2)	FZD2
NM_001485	6.32	0.33	8387.44	2637	Homo sapiens	gastrulation brain homeobox 2(GBX2)	GBX2
NM_001486	5.71	0.353	188.11	2646	Homo sapiens	glucokinase regulator(GCKR)	GCKR
NM_001491	1.38	0.26	444.37	2651	Homo sapiens	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)(GCNT2)	gcnt2
NM_001511	10.25	0.198	40052.89	2919	Homo sapiens	C-X-C motif chemokine ligand 1(CXCL1)	CXCL1
NM_001515	2.3	0.103	727.31	2966	Homo sapiens	general transcription factor IIH subunit 2(GTF2H2)	GTF2H2
NM_001522	1.73	0.175	3.31	2986	Homo sapiens	guanylate cyclase 2F, retinal(GUCY2F)	GUCY2F
NM_001526	2.69	0.138	22.49	3062	Homo sapiens	hypocretin receptor 2(HCRTR2)	HCRTR2
NM_001546	4.49	0.263	22776.02	3400	Homo sapiens	inhibitor of DNA binding 4, HLH protein(ID4)	ID4
NM_001548	1.2	0.405	8479.79	3434	Homo sapiens	interferon induced protein with tetratricopeptide repeats 1(IFIT1)	IFIT1
NM_001549	3.16	0.111	6582.48	3437	Homo sapiens	interferon induced protein with tetratricopeptide repeats 3(IFIT3)	IFIT3
NM_001553	8.73	0.234	88455.74	3490	Homo sapiens	insulin like growth factor binding protein 7(IGFBP7)	IGFBP7
NM_001554	5	0.0768	994249.56	3491	Homo sapiens	cysteine rich angiogenic inducer 61(CYR61)	CYR61
NM_001561	2.85	0.12	350.31	3604	Homo sapiens	TNF receptor superfamily member 9(TNFRSF9)	TNFRSF9
NM_001565	2.64	0.258	121.7	3627	Homo sapiens	C-X-C motif chemokine ligand 10(CXCL10)	CXCL10
NM_001569	1.04	0.144	85100.66	3654	Homo sapiens	interleukin 1 receptor associated kinase 1(IRAK1)	IRAK1
NM_001612	2.22	0.22	35.25	56	Homo sapiens	acrosomal vesicle protein 1(ACRV1)	ACRV1
NM_001613	8.82	0.136	111602.52	59	Homo sapiens	actin, alpha 2, smooth muscle, aorta(ACTA2)	ACTA2
NM_001615	7.78	0.347	38792.09	72	Homo sapiens	actin, gamma 2, smooth muscle, enteric(ACTG2)	ACTG2
NM_001617	6.79	0.187	3793.5	119	Homo sapiens	adducin 2(ADD2)	ADD2
NM_001628	5.46	0.0849	94836.91	231	Homo sapiens	aldo-keto reductase family 1 member B(AKR1B1)	AKR1B1
NM_001629	4.03	0.269	29.91	241	Homo sapiens	arachidonate 5-lipoxygenase activating protein(ALOX5AP)	ALOX5AP
NM_001630	5.3	0.344	830.81	728113	Homo sapiens	annexin A8-like 1(ANXA8L1)	ANXA8L1
NM_001635	1.19	0.259	196.86	273	Homo sapiens	amphiphysin(AMPH)	AMPH
NM_001637	3.27	0.397	13.89	313	Homo sapiens	acyloxyacyl hydrolase(AOAH)	AOAH
NM_001645	4.22	0.188	311.51	341	Homo sapiens	apolipoprotein C1(APOC1)	apoc1
NM_001662	13.41	0.141	10858.64	381	Homo sapiens	ADP ribosylation factor 5(ARF5)	ARF5
NM_001679	1.35	0.0774	90653.84	483	Homo sapiens	ATPase Na+/K+ transporting subunit beta 3(ATP1B3)	ATP1B3
NM_001683	3.79	0.15	295.92	491	Homo sapiens	ATPase plasma membrane Ca2+ transporting 2(ATP2B2)	ATP2B2
NM_001685	1.24	0.159	3347.56	522	Homo sapiens	ATP synthase, H+ transporting, mitochondrial Fo complex subunit F6(ATP5J)	ATP5J
NM_001701	3.01	0.213	162.24	570	Homo sapiens	bile acid-CoA:amino acid N-acyltransferase(BAAT)	baat
NM_001704	4.16	0.131	96.19	577	Homo sapiens	adhesion G protein-coupled receptor B3(ADGRB3)	ADGRB3
NM_001710	4.96	0.194	515.1	629	Homo sapiens	complement factor B(CFB)	CFB
NM_001711	6.17	0.349	138643.64	633	Homo sapiens	biglycan(BGN)	BGN
NM_001714	1.33	0.129	1755.5	636	Homo sapiens	BICD cargo adaptor 1(BICD1)	BICD1
NM_001715	1.1	0.552	233.21	640	Homo sapiens	BLK proto-oncogene, Src family tyrosine kinase(BLK)	BLK
NM_001717	7.42	0.348	6646.18	646	Homo sapiens	basonuclin 1(BNC1)	BNC1
NM_001718	1.7	0.175	1265.96	654	Homo sapiens	bone morphogenetic protein 6(BMP6)	BMP6
NM_001724	1.31	0.0843	18623.42	669	Homo sapiens	bisphosphoglycerate mutase(BPGM)	BPGM
NM_001725	2.97	0.2	33.64	671	Homo sapiens	bactericidal/permeability-increasing protein(BPI)	BPI
NM_001727	1.26	0.347	2.39	680	Homo sapiens	bombesin receptor subtype 3(BRS3)	BRS3
NM_001733	5.22	0.127	51965.57	715	Homo sapiens	complement C1r(C1R)	C1R
NM_001734	2.63	0.126	5202.15	716	Homo sapiens	complement C1s(C1S)	C1S
NM_001744	10.08	0.143	3641.66	814	Homo sapiens	calcium/calmodulin dependent protein kinase IV(CAMK4)	CAMK4
NM_001748	1.01	0.0889	224969.71	824	Homo sapiens	calpain 2(CAPN2)	CAPN2
NM_001750	1.3	0.517	3117.66	831	Homo sapiens	calpastatin(CAST)	CAST
NM_001753	9.16	0.0821	188044	857	Homo sapiens	caveolin 1(CAV1)	CAV1
NM_001759	5.6	0.0889	3122.37	894	Homo sapiens	cyclin D2(CCND2)	CCND2
NM_001771	4.36	0.368	2027.32	933	Homo sapiens	CD22 molecule(CD22)	CD22
NM_001772	9	0.147	1045.15	945	Homo sapiens	CD33 molecule(CD33)	CD33
NM_001775	1.89	0.466	20.72	952	Homo sapiens	CD38 molecule(CD38)	CD38
NM_001779	1.21	0.0669	433.76	965	Homo sapiens	CD58 molecule(CD58)	CD58
NM_001784	2.63	0.119	28860.23	976	Homo sapiens	adhesion G protein-coupled receptor E5(ADGRE5)	ADGRE5
NM_001785	3.34	0.236	1155.66	978	Homo sapiens	cytidine deaminase(CDA)	CDA
NM_001789	1.14	0.178	13539.31	993	Homo sapiens	cell division cycle 25A(CDC25A)	CDC25A
NM_001792	7.15	0.0631	102771.53	1000	Homo sapiens	cadherin 2(CDH2)	CDH2
NM_001794	8.86	0.346	14221.3	1002	Homo sapiens	cadherin 4(CDH4)	CDH4
NM_001795	1.04	0.4	10.17	1003	Homo sapiens	cadherin 5(CDH5)	CDH5
NM_001796	3.53	0.268	1475.69	1006	Homo sapiens	cadherin 8(CDH8)	CDH8
NM_001797	8.53	0.115	42274.85	1009	Homo sapiens	cadherin 11(CDH11)	CDH11
NM_001802	1.04	0.075	32490.16	1039	Homo sapiens	cerebellar degeneration related protein 2(CDR2)	CDR2
NM_001804	1.32	0.347	2.5	1044	Homo sapiens	caudal type homeobox 1(CDX1)	CDX1
NM_001805	1.42	0.347	2.68	1053	Homo sapiens	CCAAT/enhancer binding protein epsilon(CEBPE)	CEBPE
NM_001813	1.15	0.154	4813.78	1062	Homo sapiens	centromere protein E(CENPE)	CENPE
NM_001830	2.2	0.313	8803.54	1183	Homo sapiens	chloride voltage-gated channel 4(CLCN4)	CLCN4
NM_001839	1.1	0.074	70061.7	1266	Homo sapiens	calponin 3(CNN3)	CNN3
NM_001845	9.82	0.259	200507.7	1282	Homo sapiens	collagen type IV alpha 1 chain(COL4A1)	COL4A1
NM_001846	8.27	0.134	195467.18	1284	Homo sapiens	collagen type IV alpha 2 chain(COL4A2)	COL4A2
NM_001847	1.69	0.504	2343.78	1288	Homo sapiens	collagen type IV alpha 6 chain(COL4A6)	COL4A6
NM_001848	5.46	0.279	96354.27	1291	Homo sapiens	collagen type VI alpha 1 chain(COL6A1)	COL6A1
NM_001849	4.02	0.247	27565.45	1292	Homo sapiens	collagen type VI alpha 2 chain(COL6A2)	COL6A2
NM_001850	11.73	0.0799	98680.51	1295	Homo sapiens	collagen type VIII alpha 1 chain(COL8A1)	COL8A1
NM_001854	2.83	0.376	8.61	1301	Homo sapiens	collagen type XI alpha 1 chain(COL11A1)	COL11A1
NM_001855	8.04	0.345	56053.77	1306	Homo sapiens	collagen type XV alpha 1 chain(COL15A1)	COL15A1
NM_001858	2.73	0.247	328.28	1310	Homo sapiens	collagen type XIX alpha 1 chain(COL19A1)	COL19A1
NM_001864	6.26	0.309	1063.64	1346	Homo sapiens	cytochrome c oxidase subunit 7A1(COX7A1)	Cox7a1
NM_001869	3.03	0.365	15.74	1358	Homo sapiens	carboxypeptidase A2(CPA2)	CPA2
NM_001870	6	0.309	2308.92	1359	Homo sapiens	carboxypeptidase A3(CPA3)	CPA3
NM_001874	1.46	0.44	3955.84	1368	Homo sapiens	carboxypeptidase M(CPM)	CPM
NM_001881	1.95	0.109	1765.35	1390	Homo sapiens	cAMP responsive element modulator(CREM)	CREM
NM_001882	4.69	0.107	25.77	1393	Homo sapiens	corticotropin releasing hormone binding protein(CRHBP)	CRHBP
NM_001885	1.43	0.521	3360.42	1410	Homo sapiens	crystallin alpha B(CRYAB)	CRYAB
NM_001886	2.78	0.174	6.87	1413	Homo sapiens	crystallin beta A4(CRYBA4)	CRYBA4
NM_001887	1.02	0.537	4.66	1414	Homo sapiens	crystallin beta B1(CRYBB1)	CRYBB1
NM_001894	1.41	0.0598	72244.4	1454	Homo sapiens	casein kinase 1 epsilon(CSNK1E)	csnk1e
